"No.","Time","Source","Destination","Protocol","Length","Info"
"1476","2026/106 15:01:07.628039500","172.18.81.180","224.0.0.251","MDNS","113","Standard query 0x0000 TXT Morganâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question"
"1477","2026/106 15:01:07.628039500","fe80::1488:5cc0:ee4:7e6d","ff02::fb","MDNS","133","Standard query 0x0000 TXT Morganâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question"
"1478","2026/106 15:01:07.686032300","172.18.80.161","224.0.0.251","MDNS","140","Standard query 0x0000 TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Haruto\343\201\256MacBook Air._companion-link._tcp.local, ""QU"" question"
"1479","2026/106 15:01:07.686032300","fe80::804:989a:5b1c:ef58","ff02::fb","MDNS","160","Standard query 0x0000 TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Haruto\343\201\256MacBook Air._companion-link._tcp.local, ""QU"" question"
"1480","2026/106 15:01:07.739415900","fe80::18f1:f1f5:8f02:8ba0","ff02::fb","MDNS","133","Standard query 0x0000 TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
"1481","2026/106 15:01:07.739415900","172.18.80.13","224.0.0.251","MDNS","113","Standard query 0x0000 TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
"1482","2026/106 15:01:07.744568700","fe80::4e:86f6:9d38:58bb","ff02::fb","MDNS","221","Standard query 0x0000 TXT Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question TXT Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local, ""QM"" question TXT Austinâ\200\231s Laptop._companion-link._tcp.local, ""QM"" question TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question"
"1483","2026/106 15:01:07.744568700","172.18.82.14","224.0.0.251","MDNS","201","Standard query 0x0000 TXT Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question TXT Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local, ""QM"" question TXT Austinâ\200\231s Laptop._companion-link._tcp.local, ""QM"" question TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question"
"1484","2026/106 15:01:07.770262100","fe80::189b:bfd0:f093:93ea","ff02::1:fff1:2bbd","ICMPv6","90","Neighbor Solicitation for fe80::33:ee47:7ff1:2bbd from 6e:86:4f:f6:dd:99"
"1485","2026/106 15:01:07.793146200","172.18.80.161","224.0.0.251","MDNS","420","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question TXT LK's Macbook._companion-link._tcp.local, ""QU"" question TXT Grantâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT FBI Computer 1._companion-link._tcp.local, ""QU"" question PTR Austinâ\200\231s Laptop._companion-link._tcp.local PTR Annaâ\200\231s MacBook Air._companion-link._tcp.local PTR Janiceâ\200\231s MacBook Air._companion-link._tcp.local PTR jujuâ\200\231s MacBook Air._companion-link._tcp.local PTR Haruto\343\201\256MacBook Air._companion-link._tcp.local PTR kalihanâ\200\231s ipad._companion-link._tcp.local PTR LK's Macbook._companion-link._tcp.local PTR Grantâ\200\231s MacBook Pro._companion-link._tcp.local PTR FBI Computer 1._companion-link._tcp.local"
"1486","2026/106 15:01:07.793146200","fe80::804:989a:5b1c:ef58","ff02::fb","MDNS","440","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question TXT LK's Macbook._companion-link._tcp.local, ""QU"" question TXT Grantâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT FBI Computer 1._companion-link._tcp.local, ""QU"" question PTR Austinâ\200\231s Laptop._companion-link._tcp.local PTR Annaâ\200\231s MacBook Air._companion-link._tcp.local PTR Janiceâ\200\231s MacBook Air._companion-link._tcp.local PTR jujuâ\200\231s MacBook Air._companion-link._tcp.local PTR Haruto\343\201\256MacBook Air._companion-link._tcp.local PTR kalihanâ\200\231s ipad._companion-link._tcp.local PTR LK's Macbook._companion-link._tcp.local PTR Grantâ\200\231s MacBook Pro._companion-link._tcp.local PTR FBI Computer 1._companion-link._tcp.local"
"1487","2026/106 15:01:07.829997000","fe80::1c2f:51b9:70fd:fd6b","ff02::1:fff3:ec66","ICMPv6","90","Neighbor Solicitation for fe80::10c9:cdc2:b3f3:ec66 from fe:b6:bc:8f:1d:95"
"1488","2026/106 15:01:07.839993600","fe80::4e:86f6:9d38:58bb","ff02::fb","MDNS","131","Standard query 0x0000 TXT Haruto\343\201\256MacBook Air._companion-link._tcp.local, ""QM"" question"
"1489","2026/106 15:01:07.839993600","172.18.82.14","224.0.0.251","MDNS","111","Standard query 0x0000 TXT Haruto\343\201\256MacBook Air._companion-link._tcp.local, ""QM"" question"
"1490","2026/106 15:01:07.844629000","172.18.80.216","224.0.0.251","MDNS","113","Standard query 0x0000 TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
"1491","2026/106 15:01:07.844629000","fe80::1cc1:cf7c:32b2:995e","ff02::fb","MDNS","133","Standard query 0x0000 TXT Janiceâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
"1492","2026/106 15:01:07.884771500","172.18.82.0","224.0.0.251","MDNS","949","Standard query response 0x0000 PTR Ephraimâ\200\231s MacBook Air._airplay._tcp.local PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Ephraims-MacBook-Air.local TXT, cache flush SRV, cache flush 0 0 61408 Ephraims-MacBook-Air.local AAAA, cache flush fe80::45d:889c:d511:8c83 A, cache flush 172.18.82.0 NSEC, cache flush Ephraimâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush Ephraimâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Ephraims-MacBook-Air.local"
"1493","2026/106 15:01:07.884771500","fe80::45d:889c:d511:8c83","ff02::fb","MDNS","969","Standard query response 0x0000 PTR Ephraimâ\200\231s MacBook Air._airplay._tcp.local PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Ephraims-MacBook-Air.local TXT, cache flush SRV, cache flush 0 0 61408 Ephraims-MacBook-Air.local AAAA, cache flush fe80::45d:889c:d511:8c83 A, cache flush 172.18.82.0 NSEC, cache flush Ephraimâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush Ephraimâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Ephraims-MacBook-Air.local"
"1494","2026/106 15:01:07.902161600","172.18.80.161","224.0.0.251","MDNS","104","Standard query 0x0000 TXT petrâ\200\231s macbook air._airplay._tcp.local, ""QU"" question"
"1495","2026/106 15:01:07.902161600","fe80::804:989a:5b1c:ef58","ff02::fb","MDNS","124","Standard query 0x0000 TXT petrâ\200\231s macbook air._airplay._tcp.local, ""QU"" question"
"1496","2026/106 15:01:07.926121200","172.18.80.46","224.0.0.251","MDNS","1159","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._airplay._tcp.local TXT, cache flush PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Aaliyahs-MacBook-Air.local SRV, cache flush 0 0 7000 Aaliyahs-MacBook-Air.local AAAA, cache flush fe80::823:2d0c:1e5c:439c A, cache flush 172.18.80.46 NSEC, cache flush Aaliyahâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush 2271F114FF24@Aaliyahâ\200\231s MacBook Air._raop._tcp.local NSEC, cache flush Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Aaliyahs-MacBook-Air.local"
"1497","2026/106 15:01:07.926121200","fe80::823:2d0c:1e5c:439c","ff02::fb","MDNS","1179","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._airplay._tcp.local TXT, cache flush PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Aaliyahs-MacBook-Air.local SRV, cache flush 0 0 7000 Aaliyahs-MacBook-Air.local AAAA, cache flush fe80::823:2d0c:1e5c:439c A, cache flush 172.18.80.46 NSEC, cache flush Aaliyahâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush 2271F114FF24@Aaliyahâ\200\231s MacBook Air._raop._tcp.local NSEC, cache flush Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Aaliyahs-MacBook-Air.local"
"1498","2026/106 15:01:07.938551800","fe80::87e:df2b:bb79:b0c1","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"1499","2026/106 15:01:07.940979300","172.18.81.15","224.0.0.251","MDNS","990","Standard query response 0x0000 PTR Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Natalies-MacBook-Pro-2.local SRV, cache flush 0 0 7000 Natalies-MacBook-Pro-2.local AAAA, cache flush fe80::10f1:37e7:8161:63f0 A, cache flush 172.18.81.15 NSEC, cache flush Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local NSEC, cache flush A4CF99910DAD@Natalieâ\200\231s MacBook Pro (2)._raop._tcp.local NSEC, cache flush Natalies-MacBook-Pro-2.local"
"1500","2026/106 15:01:07.940979300","fe80::87e:df2b:bb79:b0c1","ff02::fb","MDNS","260","Standard query response 0x0000 PTR, cache flush Paiges-MacBook-Pro.local PTR, cache flush Paiges-MacBook-Pro.local NSEC, cache flush 1.C.0.B.9.7.B.B.B.2.F.D.E.7.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 129.81.18.172.in-addr.arpa"
"1501","2026/106 15:01:07.940979300","fe80::87e:df2b:bb79:b0c1","ff02::fb","MDNS","266","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"1502","2026/106 15:01:07.940979300","fe80::10f1:37e7:8161:63f0","ff02::fb","MDNS","1010","Standard query response 0x0000 PTR Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Natalies-MacBook-Pro-2.local SRV, cache flush 0 0 7000 Natalies-MacBook-Pro-2.local AAAA, cache flush fe80::10f1:37e7:8161:63f0 A, cache flush 172.18.81.15 NSEC, cache flush Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local NSEC, cache flush A4CF99910DAD@Natalieâ\200\231s MacBook Pro (2)._raop._tcp.local NSEC, cache flush Natalies-MacBook-Pro-2.local"
"1503","2026/106 15:01:07.940979300","172.18.81.129","224.0.0.251","MDNS","240","Standard query response 0x0000 PTR, cache flush Paiges-MacBook-Pro.local PTR, cache flush Paiges-MacBook-Pro.local NSEC, cache flush 1.C.0.B.9.7.B.B.B.2.F.D.E.7.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 129.81.18.172.in-addr.arpa"
"1504","2026/106 15:01:07.940979300","172.18.81.129","224.0.0.251","MDNS","246","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"1505","2026/106 15:01:07.940979300","172.18.81.238","224.0.0.251","MDNS","877","Standard query response 0x0000 PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Lydias-MacBook-Air.local TXT, cache flush SRV, cache flush 0 0 55826 Lydias-MacBook-Air.local AAAA, cache flush fe80::42a:52c3:433d:ac1a A, cache flush 172.18.81.238 NSEC, cache flush Lydiaâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush Lydiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Lydias-MacBook-Air.local"
"1506","2026/106 15:01:07.940979300","fe80::42a:52c3:433d:ac1a","ff02::fb","MDNS","897","Standard query response 0x0000 PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Lydias-MacBook-Air.local TXT, cache flush SRV, cache flush 0 0 55826 Lydias-MacBook-Air.local AAAA, cache flush fe80::42a:52c3:433d:ac1a A, cache flush 172.18.81.238 NSEC, cache flush Lydiaâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush Lydiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Lydias-MacBook-Air.local"
"1507","2026/106 15:01:07.967125300","fe80::87e:df2b:bb79:b0c1","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"1508","2026/106 15:01:08.028824800","fe80::87e:df2b:bb79:b0c1","ff02::fb","MDNS","266","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"1509","2026/106 15:01:08.028824800","172.18.81.129","224.0.0.251","MDNS","246","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"1510","2026/106 15:01:08.028824800","fe80::82f:fd94:2d0b:bf8c","ff02::fb","MDNS","631","Standard query response 0x0000 PTR userâ\200\231s MacBook Air._airplay._tcp.local TXT, cache flush SRV, cache flush 0 0 7000 users-MacBook-Air.local AAAA, cache flush fe80::82f:fd94:2d0b:bf8c A, cache flush 172.18.80.147 NSEC, cache flush userâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush users-MacBook-Air.local"
"1511","2026/106 15:01:08.028824800","172.18.80.147","224.0.0.251","MDNS","611","Standard query response 0x0000 PTR userâ\200\231s MacBook Air._airplay._tcp.local TXT, cache flush SRV, cache flush 0 0 7000 users-MacBook-Air.local AAAA, cache flush fe80::82f:fd94:2d0b:bf8c A, cache flush 172.18.80.147 NSEC, cache flush userâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush users-MacBook-Air.local"
"1512","2026/106 15:01:08.074036500","172.18.81.102","239.255.255.250","UDP/XML","698","54733  >  3702 Len=656"
"1513","2026/106 15:01:08.078111400","172.18.80.161","224.0.0.251","MDNS","112","Standard query 0x0000 TXT Aidenâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
"1514","2026/106 15:01:08.078111400","fe80::804:989a:5b1c:ef58","ff02::fb","MDNS","132","Standard query 0x0000 TXT Aidenâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
"1515","2026/106 15:01:08.078111400","fe80::4e:86f6:9d38:58bb","ff02::fb","MDNS","132","Standard query 0x0000 TXT Aidenâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question"
"1516","2026/106 15:01:08.078111400","172.18.82.14","224.0.0.251","MDNS","112","Standard query 0x0000 TXT Aidenâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question"
"1517","2026/106 15:01:08.078111400","172.18.82.13","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR iPad (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49176 iPad-2.local AAAA, cache flush fe80::cc4:4664:51f5:53af A, cache flush 172.18.82.13 NSEC, cache flush iPad (2)._companion-link._tcp.local NSEC, cache flush iPad-2.local"
"1518","2026/106 15:01:08.078111400","fe80::cc4:4664:51f5:53af","ff02::fb","MDNS","425","Standard query response 0x0000 PTR iPad (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49176 iPad-2.local AAAA, cache flush fe80::cc4:4664:51f5:53af A, cache flush 172.18.82.13 NSEC, cache flush iPad (2)._companion-link._tcp.local NSEC, cache flush iPad-2.local"
"1519","2026/106 15:01:08.078111400","86:bf:be:2c:14:ea","Intel_61:82:b7","ARP","60","Who has 172.18.80.161? Tell 172.18.81.11"
"1520","2026/106 15:01:08.080854600","172.18.81.86","224.0.0.251","MDNS","1173","Standard query response 0x0000 PTR Davidâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 7000 Davids-MacBook-Pro-2.local TXT, cache flush SRV, cache flush 0 0 50020 Davids-MacBook-Pro-2.local AAAA, cache flush fe80::1c60:956e:6abe:eee1 TXT, cache flush SRV, cache flush 0 0 50019 Davids-MacBook-Pro-2.local A, cache flush 172.18.81.86 NSEC, cache flush Davidâ\200\231s MacBook Pro (2)._airplay._tcp.local NSEC, cache flush Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Davids-MacBook-Pro-2.local NSEC, cache flush Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local"
"1521","2026/106 15:01:08.080854600","fe80::1c60:956e:6abe:eee1","ff02::fb","MDNS","1193","Standard query response 0x0000 PTR Davidâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 7000 Davids-MacBook-Pro-2.local TXT, cache flush SRV, cache flush 0 0 50020 Davids-MacBook-Pro-2.local AAAA, cache flush fe80::1c60:956e:6abe:eee1 TXT, cache flush SRV, cache flush 0 0 50019 Davids-MacBook-Pro-2.local A, cache flush 172.18.81.86 NSEC, cache flush Davidâ\200\231s MacBook Pro (2)._airplay._tcp.local NSEC, cache flush Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Davids-MacBook-Pro-2.local NSEC, cache flush Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local"
"1522","2026/106 15:01:08.150877600","fe80::87e:df2b:bb79:b0c1","ff02::fb","MDNS","152","Standard query 0x0000 ANY Paiges-MacBook-Pro.local, ""QU"" question AAAA fe80::87e:df2b:bb79:b0c1 A 172.18.81.129"
"1523","2026/106 15:01:08.150877600","172.18.81.129","224.0.0.251","MDNS","132","Standard query 0x0000 ANY Paiges-MacBook-Pro.local, ""QU"" question AAAA fe80::87e:df2b:bb79:b0c1 A 172.18.81.129"
"1524","2026/106 15:01:08.150877600","172.18.80.123","224.0.0.251","MDNS","900","Standard query response 0x0000 PTR Samanthaâ\200\231s MacBook Pro._airplay._tcp.local PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Samanthas-MacBook-Pro.local TXT, cache flush AAAA, cache flush fe80::1cb7:a0e:ffbb:41f3 A, cache flush 172.18.80.123 SRV, cache flush 0 0 55536 Samanthas-MacBook-Pro.local NSEC, cache flush Samanthaâ\200\231s MacBook Pro._airplay._tcp.local NSEC, cache flush Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Samanthas-MacBook-Pro.local"
